date_,product_id,city_name,actual_demand,expected_demand,anomaly_score,anomaly_type,severity,action_recommendation
2022-07-07,339179,HR-NCR,41.0,271.14,0.312,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,352443,Delhi,1262.0,1897.37,0.673,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,365455,Bengaluru,214.0,278.15,0.0475,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,37083,Bengaluru,3643.0,3893.37,0.6388,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,379584,Delhi,295.0,170.2,0.125,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,387474,Delhi,108.0,212.35,0.1133,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,3881,Delhi,3953.0,5793.31,0.965,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,3881,HR-NCR,3791.0,3906.34,0.8255,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,3889,Delhi,688.0,1390.12,0.7648,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,38910,Bengaluru,106.0,282.69,0.1903,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,3898,HR-NCR,2969.0,2827.42,0.652,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,391306,Bengaluru,3411.0,4022.71,0.7049,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,391306,Delhi,6425.0,6290.64,0.9,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,396897,Delhi,243.0,397.67,0.113,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,400105,Delhi,2613.0,2331.97,0.6852,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,445675,Bengaluru,2672.0,3120.79,0.7195,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,445675,Delhi,1941.0,1529.91,0.8104,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,52,Delhi,2134.0,2453.94,0.7461,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,105,Delhi,1386.0,1902.6,0.7151,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,12872,HR-NCR,4081.0,4362.92,0.6602,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,169812,Bengaluru,21.0,190.59,0.2373,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,17772,Delhi,182.0,321.13,0.1138,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,19469,Delhi,241.0,652.58,0.3801,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,19469,HR-NCR,104.0,235.35,0.1255,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,19512,Delhi,7844.0,7527.98,0.9053,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,19512,HR-NCR,6883.0,6976.13,0.7236,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,31,HR-NCR,305.0,700.88,0.3562,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,314,Delhi,1469.0,1976.64,0.6369,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,329500,HR-NCR,1653.0,1121.7,0.8196,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,333785,Delhi,4557.0,4201.93,0.8431,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,352443,Delhi,1167.0,1653.02,0.673,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,362796,Delhi,701.0,1115.56,0.3968,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,362796,HR-NCR,257.0,480.7,0.222,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,3881,Delhi,4213.0,4339.81,0.8568,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,3881,HR-NCR,4005.0,3316.39,0.9132,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,3889,Delhi,532.0,1164.71,0.7024,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,3898,Delhi,4489.0,3710.68,0.8288,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,3898,HR-NCR,2954.0,2697.78,0.6747,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,391306,Delhi,5335.0,7095.24,0.9728,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,391306,HR-NCR,3715.0,3926.67,0.6946,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,3918,Delhi,178.0,544.12,0.3614,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,400105,Delhi,2762.0,2517.9,0.6815,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-06,405806,Bengaluru,137.0,297.43,0.1486,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,445675,Bengaluru,2420.0,3112.59,0.7649,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,445675,Delhi,1390.0,1707.11,0.739,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,445675,HR-NCR,1509.0,2112.21,0.772,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,447623,Delhi,125.0,291.33,0.1702,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,479964,HR-NCR,43.0,253.93,0.2905,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,483854,HR-NCR,774.0,1240.18,0.6352,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,486339,HR-NCR,29.0,165.7,0.1949,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,4926,Delhi,154.0,270.12,0.0818,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,52,Delhi,2195.0,2426.02,0.7411,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,73577,Delhi,242.0,411.22,0.1518,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,73577,HR-NCR,137.0,247.28,0.0953,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-06,99,HR-NCR,62.0,159.31,0.1558,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,111387,Delhi,294.0,215.57,0.1408,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,12872,Delhi,6460.0,7598.88,0.9461,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,159,Delhi,1739.0,1267.16,0.778,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,15907,Delhi,1680.0,1592.42,0.6818,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,169812,Bengaluru,41.0,190.59,0.2184,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,19512,Delhi,8144.0,7598.88,0.9383,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,19925,Delhi,3013.0,2674.12,0.6782,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,279485,Delhi,185.0,235.35,0.0544,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,314,Delhi,1146.0,1908.48,0.7155,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,320667,Bengaluru,357.0,170.2,0.1813,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,325764,Delhi,34.0,182.49,0.217,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,329500,HR-NCR,2045.0,1047.21,0.8706,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,333785,Delhi,4362.0,4001.78,0.8631,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,339152,Mumbai,268.0,191.83,0.1209,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,352443,Delhi,1075.0,1756.92,0.7258,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,37083,Bengaluru,3687.0,3999.07,0.7499,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,3881,Delhi,4112.0,5233.92,0.9516,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,3889,Delhi,695.0,1143.71,0.6408,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,3898,Delhi,3746.0,3533.41,0.7124,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,3898,HR-NCR,2647.0,2972.03,0.6483,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,391306,Bengaluru,3694.0,3837.22,0.6679,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,391306,HR-NCR,3641.0,4373.19,0.7729,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,3918,HR-NCR,20.0,277.26,0.3554,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,400105,Delhi,2746.0,2543.74,0.6666,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,445396,Delhi,169.0,417.09,0.2828,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,445675,Bengaluru,2751.0,3135.03,0.6963,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,445675,Delhi,1559.0,1924.08,0.7837,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,445675,HR-NCR,1527.0,1997.02,0.7497,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,483854,HR-NCR,717.0,1218.69,0.7114,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-05,484067,Delhi,551.0,320.26,0.2636,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-05,95032,Mumbai,444.0,321.13,0.1337,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,105,Delhi,2473.0,2047.49,0.7823,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,115774,Bengaluru,229.0,170.2,0.1368,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,12872,Delhi,6959.0,8193.28,0.9594,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,12872,HR-NCR,4582.0,4490.45,0.699,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,159,Delhi,2509.0,1474.44,0.8528,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,15907,Delhi,2072.0,1635.89,0.7933,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,192,HR-NCR,488.0,1204.79,0.6775,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,19512,HR-NCR,7191.0,7646.82,0.817,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,217614,Mumbai,317.0,234.48,0.0999,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,259923,Bengaluru,1316.0,1855.94,0.4824,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,309921,Bengaluru,3088.0,3320.55,0.6319,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,314,Delhi,1228.0,1808.37,0.6471,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,320667,Bengaluru,278.0,170.2,0.1078,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,329500,HR-NCR,1692.0,1148.06,0.8208,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,333785,Delhi,3418.0,4397.09,0.8615,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,335816,Bengaluru,14.0,182.49,0.2394,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,352443,Delhi,1062.0,1543.56,0.6659,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,360216,Delhi,141.0,228.35,0.1012,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,366321,Delhi,219.0,525.09,0.3017,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,37083,Bengaluru,3989.0,3906.28,0.7424,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,383480,Delhi,1749.0,1034.66,0.7273,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,3881,Delhi,3996.0,5292.25,0.9505,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,3881,HR-NCR,3636.0,4075.77,0.8642,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,3889,Delhi,2644.0,1205.95,0.822,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,3898,HR-NCR,3124.0,2650.01,0.7686,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,391306,Bengaluru,3630.0,3932.83,0.6625,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,391306,Delhi,4844.0,6294.66,0.9318,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,391306,HR-NCR,3661.0,4522.72,0.7968,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,3928,Bengaluru,284.0,183.6,0.1197,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,39410,Bengaluru,612.0,440.82,0.2232,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,428741,Delhi,123.0,246.41,0.1169,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,445188,HR-NCR,23.0,235.58,0.2927,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,445675,Bengaluru,2862.0,3238.97,0.6975,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,445675,HR-NCR,1774.0,2123.49,0.7393,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,467651,Delhi,378.0,629.07,0.2502,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,467652,Mumbai,11.0,159.31,0.2419,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,477788,Delhi,458.0,344.07,0.1047,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-04,483854,Delhi,1318.0,1450.3,0.6977,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,483854,HR-NCR,915.0,1239.44,0.6596,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,486016,Delhi,30.0,415.85,0.6463,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-04,4907,Delhi,113.0,159.31,0.1506,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-03,10088,Bengaluru,1920.0,1739.14,0.4956,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,10088,Delhi,2621.0,2568.29,0.4895,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,103115,Delhi,1569.0,1017.34,0.6637,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,103115,HR-NCR,386.0,225.92,0.1606,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,104,Delhi,521.0,345.34,0.1937,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,104616,Delhi,483.0,422.86,0.0965,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,104616,HR-NCR,210.0,175.9,0.0936,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,105,HR-NCR,1088.0,822.54,0.3697,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,105,Mumbai,523.0,354.48,0.1831,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,106,Delhi,526.0,393.91,0.1379,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,108301,Delhi,400.0,349.09,0.0813,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,108301,HR-NCR,172.0,175.9,0.1225,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,10974,Delhi,415.0,314.78,0.1202,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,11006,Mumbai,471.0,335.72,0.1446,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,114916,Delhi,452.0,363.07,0.1249,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,117641,HR-NCR,388.0,211.75,0.1879,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,127031,Bengaluru,980.0,899.89,0.2463,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,127601,HR-NCR,196.0,175.9,0.0977,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,12872,Delhi,5403.0,8404.83,0.9461,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-03,12872,HR-NCR,5012.0,4858.67,0.7039,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,136950,Bengaluru,244.0,175.9,0.0801,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,13981,Delhi,319.0,237.34,0.0871,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,154617,Delhi,372.0,211.3,0.1791,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,15907,HR-NCR,1370.0,934.3,0.5117,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,160,HR-NCR,478.0,345.14,0.1386,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,166848,Delhi,513.0,441.05,0.1317,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,168,HR-NCR,325.0,245.4,0.0866,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,169812,Delhi,762.0,562.19,0.2721,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,17148,Delhi,298.0,248.14,0.0952,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,174727,Delhi,580.0,381.0,0.2129,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,176190,Bengaluru,987.0,835.57,0.3002,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,17643,Bengaluru,1086.0,908.11,0.337,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,17748,Bengaluru,1581.0,1263.51,0.5054,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,17748,Delhi,2617.0,2481.12,0.5219,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,179771,HR-NCR,243.0,175.9,0.0721,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18401,HR-NCR,211.0,193.74,0.1275,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18546,Delhi,1898.0,1512.69,0.5885,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18546,Mumbai,344.0,261.41,0.0851,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18841,HR-NCR,360.0,271.25,0.0868,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18851,Delhi,903.0,685.9,0.2921,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18851,HR-NCR,408.0,283.24,0.115,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18854,Delhi,484.0,368.46,0.1169,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18857,Delhi,748.0,585.39,0.2307,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,18857,HR-NCR,319.0,271.01,0.0569,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,192,Delhi,1646.0,1405.23,0.4472,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,192,HR-NCR,1865.0,1361.57,0.7101,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,19257,Delhi,646.0,447.63,0.2309,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,19469,Delhi,916.0,730.59,0.2816,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,19469,HR-NCR,372.0,271.83,0.1281,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,19512,Delhi,9436.0,7941.67,0.9886,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,19512,HR-NCR,7650.0,7899.63,0.7995,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-03,217614,HR-NCR,1571.0,1380.3,0.3841,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,21869,Delhi,497.0,392.62,0.1196,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,225254,Delhi,325.0,270.15,0.0393,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,23383,Mumbai,407.0,348.27,0.0877,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,240092,Delhi,1381.0,796.66,0.6061,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,24097,Delhi,201.0,175.9,0.0871,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,24785,Delhi,214.0,175.9,0.1203,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,25268,Delhi,280.0,209.89,0.0544,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,25279,Delhi,422.0,303.96,0.1165,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,25486,Delhi,337.0,245.4,0.0968,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,281869,Delhi,337.0,176.76,0.1657,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,285131,Delhi,561.0,384.41,0.192,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,289037,Delhi,237.0,175.9,0.0903,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,299087,Delhi,230.0,175.9,0.0758,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,304377,Delhi,272.0,193.74,0.0821,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,309921,Bengaluru,3458.0,3581.11,0.6718,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-03,31,Delhi,1157.0,921.52,0.3651,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,31,HR-NCR,897.0,760.43,0.2526,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,311059,Mumbai,216.0,193.74,0.0621,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,315221,Delhi,229.0,207.37,0.0133,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,317610,Bengaluru,515.0,425.26,0.1501,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,318,Delhi,475.0,201.5,0.2971,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,320667,Bengaluru,247.0,213.6,0.027,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,32153,Bengaluru,207.0,175.9,0.1109,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,333764,HR-NCR,528.0,461.32,0.131,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-03,333785,Delhi,4160.0,5510.88,0.9003,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-03,335816,Bengaluru,38.0,207.37,0.2436,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
