product_id,city_name,missing_count,median_lp_prod_city,valid_samples_prod_city,median_lp_prod,valid_samples_prod,recovery_tier,recovered_landing_price
480579,HR-NCR,1,30.003795,1454,30.001537,7235,Tier_1_Product_City_Median,30.003795
417409,Delhi,1,165.13937,21,164.99927,59,Tier_1_Product_City_Median,165.13937
405836,Delhi,1,56.522,217,56.522,407,Tier_1_Product_City_Median,56.522
481674,HR-NCR,3,67.685,479,67.685,1342,Tier_1_Product_City_Median,67.685
157237,Mumbai,3,29.17,279,29.180223,6526,Tier_1_Product_City_Median,29.17
479461,Delhi,1,55.0,334,55.0,793,Tier_1_Product_City_Median,55.0
455293,Delhi,3,91.35,574,91.35,777,Tier_1_Product_City_Median,91.35
481671,HR-NCR,4,31.683,1513,31.683,4307,Tier_1_Product_City_Median,31.683
380448,Mumbai,5,33.9841,1839,33.984005,8507,Tier_1_Product_City_Median,33.9841
342178,Bengaluru,2,58.212227,16,58.0832,56,Tier_1_Product_City_Median,58.212227
486125,HR-NCR,162,68.807,88,68.807,2807,Tier_1_Product_City_Median,68.807
188635,HR-NCR,1,175.5,104,175.5,401,Tier_1_Product_City_Median,175.5
461017,HR-NCR,1,221.403,47,221.403,161,Tier_1_Product_City_Median,221.403
480933,Bengaluru,1,90.005,97,90.005,324,Tier_1_Product_City_Median,90.005
482431,Bengaluru,1,175.5,86,175.50002,669,Tier_1_Product_City_Median,175.5
481724,HR-NCR,2,97.91599,34,97.91599,87,Tier_1_Product_City_Median,97.91599
86620,HR-NCR,1,510.91257,19,510.91257,64,Tier_1_Product_City_Median,510.91257
77179,HR-NCR,1,168.75,64,168.75,352,Tier_1_Product_City_Median,168.75
43605,Delhi,2,134.95291,28,134.95291,49,Tier_1_Product_City_Median,134.95291
23769,Mumbai,2,83.87387,51,83.87387,51,Tier_1_Product_City_Median,83.87387
395360,Delhi,4,138.18735,34,148.58327,299,Tier_1_Product_City_Median,138.18735
394663,Delhi,2,186.82022,8,186.818,59,Tier_1_Product_City_Median,186.82022
293334,Delhi,1,104.961624,44,104.961624,82,Tier_1_Product_City_Median,104.961624
430829,HR-NCR,2,2218.35873,8,2217.67668,12,Tier_1_Product_City_Median,2218.35873
480094,HR-NCR,1,379.59402,18,379.59402,97,Tier_1_Product_City_Median,379.59402
445136,Delhi,1,155.99599,7,155.995995,30,Tier_1_Product_City_Median,155.99599
92301,Mumbai,2,99.11429,6,99.11429,21,Tier_1_Product_City_Median,99.11429
487689,HR-NCR,4,139.8536,10,139.8536,10,Tier_1_Product_City_Median,139.8536
437966,HR-NCR,1,84.0,6,84.0,52,Tier_1_Product_City_Median,84.0
129877,Mumbai,1,605.52893,3,605.5289,5,Tier_1_Product_City_Median,605.52893
19149,Bengaluru,1,10.0,5,15.0,14,Tier_1_Product_City_Median,10.0
484423,Delhi,1,93.59746200000001,8,93.598,11,Tier_1_Product_City_Median,93.59746200000001
446172,Mumbai,2,351.52835,488,351.52814,937,Tier_1_Product_City_Median,351.52835
480633,Delhi,3,156.954,178,156.954,361,Tier_1_Product_City_Median,156.954
35015,Delhi,5,128.02982,191,128.02982,379,Tier_1_Product_City_Median,128.02982
19934,Bengaluru,1,35.49654,1118,35.49654,1118,Tier_1_Product_City_Median,35.49654
391755,Delhi,1,499.15,71,499.15,71,Tier_1_Product_City_Median,499.15
482766,Bengaluru,1,172.08,302,172.08,1153,Tier_1_Product_City_Median,172.08
460867,Bengaluru,1,96.388435,259,96.389775,836,Tier_1_Product_City_Median,96.388435
482790,Bengaluru,6,62.528004,248,62.5282,2081,Tier_1_Product_City_Median,62.528004
365661,HR-NCR,1,129.80031,27,129.79326,135,Tier_1_Product_City_Median,129.80031
67852,Delhi,1,430.97513,23,431.0044,54,Tier_1_Product_City_Median,430.97513
430512,Delhi,1,19.246334,33,38.492,847,Tier_1_Product_City_Median,19.246334
321412,Delhi,1,104.42458,66,104.42785,480,Tier_1_Product_City_Median,104.42458
474089,Delhi,2,237.25,61,237.25,199,Tier_1_Product_City_Median,237.25
482922,Mumbai,2,104.30001,40,104.30001,270,Tier_1_Product_City_Median,104.30001
395122,Delhi,1,339.51828,198,339.509925,458,Tier_1_Product_City_Median,339.51828
465551,HR-NCR,1,24.146997,20,24.146997,49,Tier_1_Product_City_Median,24.146997
440216,Delhi,3,34.73265,17,34.73265,25,Tier_1_Product_City_Median,34.73265
481702,Mumbai,1,80.854,202,88.204994,429,Tier_1_Product_City_Median,80.854
28215,Mumbai,1,51.195507,57,51.2,802,Tier_1_Product_City_Median,51.195507
10750,Mumbai,5,102.98328,13,84.7661,91,Tier_1_Product_City_Median,102.98328
400791,Bengaluru,1,959.20197,19,959.20197,78,Tier_1_Product_City_Median,959.20197
435973,Delhi,1,322.74463,21,322.74463,24,Tier_1_Product_City_Median,322.74463
365588,Delhi,1,461.23004,3,461.229,28,Tier_1_Product_City_Median,461.23004
67214,HR-NCR,2,162.01733,9,162.01733,51,Tier_1_Product_City_Median,162.01733
379845,Bengaluru,1,145.95,11,145.95,22,Tier_1_Product_City_Median,145.95
376278,Delhi,1,38.460804,2,38.460796,35,Tier_1_Product_City_Median,38.460804
388431,Mumbai,1,106.05139,4,104.95294,10,Tier_1_Product_City_Median,106.05139
53304,Bengaluru,4,46.481162999999995,688,46.498838,5654,Tier_1_Product_City_Median,46.481162999999995
35025,Bengaluru,1,42.985996,1166,42.985996,3215,Tier_1_Product_City_Median,42.985996
200520,HR-NCR,2,504.94498,636,504.94498,1968,Tier_1_Product_City_Median,504.94498
481672,HR-NCR,1,39.695347,878,39.695007,2087,Tier_1_Product_City_Median,39.695347
481566,Delhi,5,161.851,195,161.851,467,Tier_1_Product_City_Median,161.851
482730,Delhi,5,176.29655,438,170.87843,788,Tier_1_Product_City_Median,176.29655
480951,HR-NCR,3,60.003,281,60.003,754,Tier_1_Product_City_Median,60.003
89,Delhi,1,73.41277,15,73.41277,19,Tier_1_Product_City_Median,73.41277
392669,Bengaluru,3,13.003201,119,13.003201,128,Tier_1_Product_City_Median,13.003201
481000,Mumbai,1,30.849,172,30.849003,962,Tier_1_Product_City_Median,30.849
365664,Delhi,1,42.12602,24,42.12602,32,Tier_1_Product_City_Median,42.12602
405921,Mumbai,2,106.39463,16,114.22399,39,Tier_1_Product_City_Median,106.39463
33545,Mumbai,1,407.0055,32,412.504,599,Tier_1_Product_City_Median,407.0055
462673,Delhi,1,30.262,26,30.262001,62,Tier_1_Product_City_Median,30.262
279433,Bengaluru,1,151.99702,7,151.99794,26,Tier_1_Product_City_Median,151.99702
17493,Mumbai,1,81.74974,11,81.74958,1265,Tier_1_Product_City_Median,81.74974
445667,Delhi,1,48.913673,6,48.913673,7,Tier_1_Product_City_Median,48.913673
475642,HR-NCR,11,37.500004,1532,37.500004,5930,Tier_1_Product_City_Median,37.500004
389929,Delhi,1,203.1686,226,203.1686,288,Tier_1_Product_City_Median,203.1686
111636,Mumbai,1,103.9500075,276,103.94999,1852,Tier_1_Product_City_Median,103.9500075
480900,Delhi,6,60.0,538,59.918518,800,Tier_1_Product_City_Median,60.0
475773,HR-NCR,1,84.67427,180,84.67503,901,Tier_1_Product_City_Median,84.67427
128,Bengaluru,3,132.29,251,129.345,1760,Tier_1_Product_City_Median,132.29
488060,Bengaluru,20,210.0,239,210.0,553,Tier_1_Product_City_Median,210.0
435972,Delhi,2,300.00565,45,300.0041,120,Tier_1_Product_City_Median,300.00565
15470,Delhi,6,17.940054,135,17.94,512,Tier_1_Product_City_Median,17.940054
439800,Delhi,1,54.915207,57,54.915207,81,Tier_1_Product_City_Median,54.915207
391784,HR-NCR,6,18.978157,135,18.978157,1136,Tier_1_Product_City_Median,18.978157
480702,HR-NCR,2,69.301,111,69.301,313,Tier_1_Product_City_Median,69.301
482109,Delhi,13,72.794,222,72.9946,2134,Tier_1_Product_City_Median,72.794
136594,HR-NCR,1,192.505,86,192.505,329,Tier_1_Product_City_Median,192.505
108925,HR-NCR,2,281.92102,25,280.002,69,Tier_1_Product_City_Median,281.92102
440036,Mumbai,2,251.50928,25,323.958365,218,Tier_1_Product_City_Median,251.50928
398923,Delhi,1,167.41988,5,167.41988,28,Tier_1_Product_City_Median,167.41988
440239,Delhi,1,138.00174,11,138.0019,51,Tier_1_Product_City_Median,138.00174
445383,Delhi,1,25.016,5,25.016,7,Tier_1_Product_City_Median,25.016
405921,HR-NCR,1,114.22399,17,114.22399,39,Tier_1_Product_City_Median,114.22399
391905,Delhi,2,108.87778,20,108.87778,39,Tier_1_Product_City_Median,108.87778
376514,Mumbai,1,97.1893,3,77.14561,8,Tier_1_Product_City_Median,97.1893
415763,Delhi,2,144.69011,532,144.6827,2542,Tier_1_Product_City_Median,144.69011
481670,HR-NCR,7,28.084003,1090,28.084002,2656,Tier_1_Product_City_Median,28.084003
440212,Delhi,2,32.48539,19,32.485395,22,Tier_1_Product_City_Median,32.48539
390701,HR-NCR,18,32.173935,191,32.173935,681,Tier_1_Product_City_Median,32.173935
483594,Delhi,1,72.02366,1019,72.75162,2476,Tier_1_Product_City_Median,72.02366
376784,Bengaluru,1,63.513495,72,61.87489,122,Tier_1_Product_City_Median,63.513495
480420,HR-NCR,1,135.995,164,119.00302,965,Tier_1_Product_City_Median,135.995
481625,Mumbai,7,40.12,453,40.12,2059,Tier_1_Product_City_Median,40.12
481675,HR-NCR,1,63.719997,770,63.72,3349,Tier_1_Product_City_Median,63.719997
130242,Delhi,2,333.31436,133,333.54608,271,Tier_1_Product_City_Median,333.31436
424192,HR-NCR,1,16.005,108,16.005,2517,Tier_1_Product_City_Median,16.005
480943,Delhi,1,124.997,148,124.997,295,Tier_1_Product_City_Median,124.997
448089,Bengaluru,1,84.0,160,84.0,804,Tier_1_Product_City_Median,84.0
364837,HR-NCR,2,94.834045,37,94.83699,171,Tier_1_Product_City_Median,94.834045
20170,Bengaluru,2,89.35,296,89.349365,1717,Tier_1_Product_City_Median,89.35
488059,Delhi,40,349.99698,116,349.99695,184,Tier_1_Product_City_Median,349.99698
481733,Delhi,1,101.397,134,101.397,404,Tier_1_Product_City_Median,101.397
482794,Bengaluru,1,84.948,76,84.948,758,Tier_1_Product_City_Median,84.948
381989,Delhi,10,16.8,165,16.8,617,Tier_1_Product_City_Median,16.8
81280,Bengaluru,2,25.107016,35,25.107016,76,Tier_1_Product_City_Median,25.107016
438654,Delhi,1,27.003197,7,27.003134,43,Tier_1_Product_City_Median,27.003197
481664,HR-NCR,2,138.74562,82,138.74599,309,Tier_1_Product_City_Median,138.74562
390703,Delhi,4,29.988003,29,30.470816,115,Tier_1_Product_City_Median,29.988003
407171,HR-NCR,1,64.00319,34,64.00319,129,Tier_1_Product_City_Median,64.00319
443258,HR-NCR,1,228.247,13,228.247,65,Tier_1_Product_City_Median,228.247
428970,Delhi,1,437.76825,28,437.76825,47,Tier_1_Product_City_Median,437.76825
479903,HR-NCR,1,129.505,20,129.505,115,Tier_1_Product_City_Median,129.505
376509,Bengaluru,1,54.566082,9,54.5664,21,Tier_1_Product_City_Median,54.566082
435977,Delhi,1,326.846325,10,326.08255,11,Tier_1_Product_City_Median,326.846325
442815,Delhi,1,95.0018,4,95.0018,5,Tier_1_Product_City_Median,95.0018
455939,Bengaluru,1,142.89021,6,143.276,26,Tier_1_Product_City_Median,142.89021
35471,Delhi,1,542.505,2,542.505,2,Tier_1_Product_City_Median,542.505
476789,HR-NCR,2,74.245,1,74.245,8,Tier_1_Product_City_Median,74.245
480033,Delhi,1,63.75,922,63.75,1388,Tier_1_Product_City_Median,63.75
239140,Delhi,1,117.99464,72,118.003006,195,Tier_1_Product_City_Median,117.99464
480589,HR-NCR,2,32.0,1149,32.0,3373,Tier_1_Product_City_Median,32.0
192034,Delhi,2,66.734764,214,66.577866,537,Tier_1_Product_City_Median,66.734764
481201,Delhi,1,41.499992,1170,41.499992,1989,Tier_1_Product_City_Median,41.499992
482790,Delhi,1,62.528,847,62.5282,2081,Tier_1_Product_City_Median,62.528
480993,Mumbai,2,41.324,157,41.324,1049,Tier_1_Product_City_Median,41.324
10488,Delhi,10,28.506754,266,28.506754,381,Tier_1_Product_City_Median,28.506754
483694,Delhi,970,0.0,1303,0.0,2205,Tier_1_Product_City_Median,0.0
370321,Delhi,1,12.005696,159,12.005696,409,Tier_1_Product_City_Median,12.005696
481691,Mumbai,1,99.00199,508,99.00199,508,Tier_1_Product_City_Median,99.00199
380100,Delhi,1,15.392379,131,15.394823,265,Tier_1_Product_City_Median,15.392379
34330,Mumbai,1,83.877014,68,83.877,88,Tier_1_Product_City_Median,83.877014
12246,HR-NCR,1,209.255,58,209.255,365,Tier_1_Product_City_Median,209.255
481716,HR-NCR,3,56.250996,74,56.250996,237,Tier_1_Product_City_Median,56.250996
481229,Delhi,1,18.502,172,18.501999,594,Tier_1_Product_City_Median,18.502
462672,Mumbai,1,30.26236,22,30.2621815,66,Tier_1_Product_City_Median,30.26236
25738,Delhi,1,28.131,75,28.130999,132,Tier_1_Product_City_Median,28.131
474089,Bengaluru,1,237.25,53,237.25,199,Tier_1_Product_City_Median,237.25
477314,Delhi,1,13.204,104,13.204001,651,Tier_1_Product_City_Median,13.204
33546,Bengaluru,1,412.504,89,412.504,626,Tier_1_Product_City_Median,412.504
400432,Bengaluru,2,217.0,18,217.0,23,Tier_1_Product_City_Median,217.0
391296,Delhi,1,146.155145,14,146.15472,40,Tier_1_Product_City_Median,146.155145
376278,Bengaluru,2,38.460796,30,38.460796,35,Tier_1_Product_City_Median,38.460796
428903,Delhi,5,40.04197,15,40.04197,21,Tier_1_Product_City_Median,40.04197
439226,Delhi,1,265.1103,7,265.1103,9,Tier_1_Product_City_Median,265.1103
122335,Delhi,1,151.14403,17,181.831895,424,Tier_1_Product_City_Median,151.14403
457034,Delhi,1,42.1307445,4,42.089706,9,Tier_1_Product_City_Median,42.1307445
367258,Mumbai,1,88.02709,3,86.79337,16,Tier_1_Product_City_Median,88.02709
400718,Delhi,1,177.88327,755,169.50377,1603,Tier_1_Product_City_Median,177.88327
446068,Delhi,1,187.49994500000003,130,187.49986,236,Tier_1_Product_City_Median,187.49994500000003
480991,Mumbai,4,41.017,173,41.017,2271,Tier_1_Product_City_Median,41.017
438258,Bengaluru,4,72.005997,554,72.006009,2425,Tier_1_Product_City_Median,72.005997
480992,Mumbai,7,41.3,140,41.3,1407,Tier_1_Product_City_Median,41.3
481360,Delhi,1,29.998,272,29.998,976,Tier_1_Product_City_Median,29.998
19336,Delhi,1,38.499454,45,38.503,177,Tier_1_Product_City_Median,38.499454
364703,Delhi,1,59.9988,50,59.9988,97,Tier_1_Product_City_Median,59.9988
440243,Delhi,2,96.001564,15,96.001656,66,Tier_1_Product_City_Median,96.001564
415849,Delhi,3,278.4002,30,278.4002,47,Tier_1_Product_City_Median,278.4002
38279,Delhi,2,53.928303,173,53.899685,633,Tier_1_Product_City_Median,53.928303
481545,Bengaluru,2,111.746,193,111.746,1008,Tier_1_Product_City_Median,111.746
301936,Bengaluru,2,64.54559499999999,4,64.5456,22,Tier_1_Product_City_Median,64.54559499999999
482528,Mumbai,1,84.0,14,83.998374,1789,Tier_1_Product_City_Median,84.0
371034,Mumbai,34,68.576324,58,68.576324,58,Tier_1_Product_City_Median,68.576324
10796,Delhi,1,196.451505,26,194.24623,35,Tier_1_Product_City_Median,196.451505
483438,Delhi,3348,0.012,10,0.012,31,Tier_1_Product_City_Median,0.012
18481,HR-NCR,1,78.92005,47,78.978806,302,Tier_1_Product_City_Median,78.92005
479194,Delhi,1,31.202997,67,31.203001,722,Tier_1_Product_City_Median,31.202997
793,Delhi,2,141.75,28,141.75,60,Tier_1_Product_City_Median,141.75
446165,Delhi,1,87.96901,13,87.96901,24,Tier_1_Product_City_Median,87.96901
439176,Delhi,1,162.79182,6,162.673185,18,Tier_1_Product_City_Median,162.79182
457270,HR-NCR,1,67.60494,5,67.60494,19,Tier_1_Product_City_Median,67.60494
439664,HR-NCR,1,236.20795,9,236.20796,15,Tier_1_Product_City_Median,236.20795
18854,Mumbai,3,61.750744,5,66.29332,31273,Tier_1_Product_City_Median,61.750744
10791,HR-NCR,1,248.24225,2,216.4845,17,Tier_1_Product_City_Median,248.24225
445670,Delhi,1,101.9992,7,101.9992,8,Tier_1_Product_City_Median,101.9992
372071,HR-NCR,1,82.0075275,2,75.603935,24,Tier_1_Product_City_Median,82.0075275
372061,Delhi,1,69.384,2,69.384,7,Tier_1_Product_City_Median,69.384
453065,Delhi,9,123.749,870,123.749,2983,Tier_1_Product_City_Median,123.749
483592,Delhi,15,67.968,720,67.968,1487,Tier_1_Product_City_Median,67.968
108655,Delhi,4,111.805,3769,111.805,5228,Tier_1_Product_City_Median,111.805
482178,Delhi,1,185.302,236,185.303,872,Tier_1_Product_City_Median,185.302
380093,Bengaluru,1,12.318844,220,11.586773,909,Tier_1_Product_City_Median,12.318844
438119,HR-NCR,1,343.4701,10,343.5977,47,Tier_1_Product_City_Median,343.4701
429694,Bengaluru,9,42.998,1046,43.05287,24696,Tier_1_Product_City_Median,42.998
390679,Delhi,1,12.953748,160,13.125097,491,Tier_1_Product_City_Median,12.953748
360601,Bengaluru,9,49.0,425,49.0,1732,Tier_1_Product_City_Median,49.0
13403,HR-NCR,1,224.24602,52,224.24602,137,Tier_1_Product_City_Median,224.24602
481676,Bengaluru,1,92.04,260,92.04,1046,Tier_1_Product_City_Median,92.04
368388,Mumbai,1,77.00155,160,77.0011,830,Tier_1_Product_City_Median,77.00155
372072,Mumbai,1,103.90655,8,101.51074,21,Tier_1_Product_City_Median,103.90655
86663,Delhi,2,993.31104,45,993.52857,110,Tier_1_Product_City_Median,993.31104
483593,Mumbai,1,70.0692,109,70.066666,576,Tier_1_Product_City_Median,70.0692
427370,Delhi,2,38.606396,5,38.606396,11,Tier_1_Product_City_Median,38.606396
428872,Delhi,5,51.254005,75,51.254005,126,Tier_1_Product_City_Median,51.254005
475676,Mumbai,1,279.306,12,279.306,70,Tier_1_Product_City_Median,279.306
488157,Delhi,1,119.9824,79,119.9824,147,Tier_1_Product_City_Median,119.9824
114,HR-NCR,1,119.99978,155,119.997,816,Tier_1_Product_City_Median,119.99978
445913,Delhi,2,151.5117,55,151.5117,73,Tier_1_Product_City_Median,151.5117
379847,Mumbai,2,145.94998,10,145.94998,22,Tier_1_Product_City_Median,145.94998
440242,Delhi,1,96.00173,9,96.00173,72,Tier_1_Product_City_Median,96.00173
428641,Delhi,1,39.828762,11,39.828762,16,Tier_1_Product_City_Median,39.828762
462674,Delhi,1,30.262001,18,30.262001,54,Tier_1_Product_City_Median,30.262001
146296,HR-NCR,5,38.998,33,38.998,159,Tier_1_Product_City_Median,38.998
391784,Bengaluru,5,17.997564,37,18.978157,1136,Tier_1_Product_City_Median,17.997564
442962,Delhi,1,157.5,12,157.5,17,Tier_1_Product_City_Median,157.5
5694,Delhi,1,182.32863,4,182.32863,13,Tier_1_Product_City_Median,182.32863
439173,Delhi,1,188.0032,10,188.0032,35,Tier_1_Product_City_Median,188.0032
475675,Mumbai,1,346.494,1,346.494,3,Tier_1_Product_City_Median,346.494
457032,Delhi,1,49.4062995,8,49.630035,11,Tier_1_Product_City_Median,49.4062995
440135,Delhi,1,910.91293,6,910.913,12,Tier_1_Product_City_Median,910.91293
439181,Delhi,2,125.574394,3,125.5744,15,Tier_1_Product_City_Median,125.574394
488058,Bengaluru,31,,,349.99695,170,Tier_2_Product_Median,349.99695
24453,HR-NCR,2,,,162.557,8,Tier_2_Product_Median,162.557
406016,Mumbai,1,,,74.55,1,Tier_2_Product_Median,74.55
485435,Delhi,1,,,0.022,1,Tier_2_Product_Median,0.022
486016,HR-NCR,672,,,,,UNRESOLVED_NO_HISTORY,
300779,Delhi,1,,,,,UNRESOLVED_NO_HISTORY,
488059,Bengaluru,115,,,349.99695,184,Tier_2_Product_Median,349.99695
439648,HR-NCR,1,,,79.59761,40,Tier_2_Product_Median,79.59761
376540,Mumbai,1,,,,,UNRESOLVED_NO_HISTORY,
366082,Bengaluru,1,,,,,UNRESOLVED_NO_HISTORY,
488062,Bengaluru,135,,,349.997,179,Tier_2_Product_Median,349.997
486018,Delhi,4597,,,,,UNRESOLVED_NO_HISTORY,
487957,HR-NCR,3,,,,,UNRESOLVED_NO_HISTORY,
478908,Mumbai,58,,,0.001,12,Tier_2_Product_Median,0.001
486016,Delhi,2452,,,,,UNRESOLVED_NO_HISTORY,
486018,HR-NCR,2574,,,,,UNRESOLVED_NO_HISTORY,
378056,Mumbai,1,,,386.44235,1,Tier_2_Product_Median,386.44235
486377,Bengaluru,1205,,,,,UNRESOLVED_NO_HISTORY,
439613,HR-NCR,1,,,49.0,9,Tier_2_Product_Median,49.0
486376,Delhi,10846,,,,,UNRESOLVED_NO_HISTORY,
486016,Mumbai,3744,,,,,UNRESOLVED_NO_HISTORY,
483695,Mumbai,1487,,,0.004,12,Tier_2_Product_Median,0.004
483436,Mumbai,6780,,,0.012,562,Tier_2_Product_Median,0.012
478908,Bengaluru,51,,,0.001,12,Tier_2_Product_Median,0.001
486377,Delhi,2692,,,,,UNRESOLVED_NO_HISTORY,
487701,HR-NCR,5,,,,,UNRESOLVED_NO_HISTORY,
487959,HR-NCR,1,,,,,UNRESOLVED_NO_HISTORY,
416291,Mumbai,1,,,,,UNRESOLVED_NO_HISTORY,
475259,Mumbai,1,,,,,UNRESOLVED_NO_HISTORY,
483694,HR-NCR,413,,,0.0,2205,Tier_2_Product_Median,0.0
488059,Mumbai,44,,,349.99695,184,Tier_2_Product_Median,349.99695
478908,HR-NCR,46,,,0.001,12,Tier_2_Product_Median,0.001
486017,Mumbai,3913,,,,,UNRESOLVED_NO_HISTORY,
486376,HR-NCR,7554,,,,,UNRESOLVED_NO_HISTORY,
482235,HR-NCR,2,,,,,UNRESOLVED_NO_HISTORY,
486377,HR-NCR,1606,,,,,UNRESOLVED_NO_HISTORY,
488063,Bengaluru,146,,,349.9969,307,Tier_2_Product_Median,349.9969
